Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Floor Interaction with Wearable Projection Interface Using Hand and Toe","Collaboration Technologies and Social Computing","","","","10.1007/978-981-10-2618-8_9","Fumihiro SatoTomu TominagaYoshinori HijikataNobuchika Sakata","2016","http://link.springer.com/chapter/10.1007/978-981-10-2618-8_9","Chapter"
"Leveraging external information in topic modelling","Knowledge and Information Systems","","","","10.1007/s10115-018-1213-y","He ZhaoLan DuWray BuntineGang Liu","2018","http://link.springer.com/article/10.1007/s10115-018-1213-y","Article"
"A tour of secure software engineering solutions for connected vehicles","Software Quality Journal","","","","10.1007/s11219-017-9393-3","Antonia BertolinoAntonello Calabro’Felicita Di GiandomenicoGiuseppe LamiFrancesca LonettiEda MarchettiFabio MartinelliIlaria MatteucciPaolo Mori","2017","http://link.springer.com/article/10.1007/s11219-017-9393-3","Article"
"Knowledge encapsulation framework for technosocial predictive modeling","Security Informatics","","1","1","10.1186/2190-8532-1-10","Michael C MadisonAndrew J CowellR Scott ButnerKeith FliggAndrew W PiattLiam R McGrathPeter C Ellis","2012","http://link.springer.com/article/10.1186/2190-8532-1-10","Article"
"Accessible images (AIMS): a model to build self-describing images for assisting screen reader users","Universal Access in the Information Society","","","","10.1007/s10209-017-0607-z","Ab Shaqoor NengrooK. S. Kuppusamy","2017","http://link.springer.com/article/10.1007/s10209-017-0607-z","Article"
"Why Use Java?","Essential Java Fast","","","","10.1007/978-1-4471-0629-6_1","John Cowell BSc(Hons), MPhil., PhD.","1997","http://link.springer.com/chapter/10.1007/978-1-4471-0629-6_1","Chapter"
"Location-triggered mobile access to a digital library of audio books using Tipple","International Journal on Digital Libraries","","17","4","10.1007/s00799-015-0165-z","Annika HinzeDavid Bainbridge","2016","http://link.springer.com/article/10.1007/s00799-015-0165-z","Article"
"Context-aware and automatic configuration of mobile devices in cloud-enabled ubiquitous computing","Personal and Ubiquitous Computing","","18","4","10.1007/s00779-013-0698-3","Tor-Morten GrønliGheorghita GhineaMuhammad Younas","2014","http://link.springer.com/article/10.1007/s00779-013-0698-3","Article"
"ASP.NET Server Controls and Data Binding","Applied ADO.NET: Building Data-Driven Solutions","","","","10.1007/978-1-4302-0759-7_16","Mahesh ChandDavid Talbot","2003","http://link.springer.com/chapter/10.1007/978-1-4302-0759-7_16","Chapter"
"Adopting a musical intelligence and e-Learning approach to improve the English language pronunciation of Chinese students","AI & SOCIETY","","29","2","10.1007/s00146-013-0479-6","Luqi WuMichael McMahon","2014","http://link.springer.com/article/10.1007/s00146-013-0479-6","Article"
"Acceptance tests for validating ARIA requirements in widgets","Universal Access in the Information Society","","16","1","10.1007/s10209-015-0437-9","Willian Massami WatanabeRenata P. M. FortesAna Luiza Dias","2017","http://link.springer.com/article/10.1007/s10209-015-0437-9","Article"
"What Is Section 508 Accessibility?","Accessibility for Everyone: Understanding the Section 508 Accessibility Requirements","","","","10.1007/978-1-4302-0774-0_1","John Mueller","2003","http://link.springer.com/chapter/10.1007/978-1-4302-0774-0_1","Chapter"
"Types and Tokens for Logic with Diagrams","Conceptual Structures at Work","","","","10.1007/978-3-540-27769-9_5","Frithjof Dau","2004","http://link.springer.com/chapter/10.1007/978-3-540-27769-9_5","Chapter"
"Event Pattern Analysis and Prediction at Sentence Level using Neuro-Fuzzy Model for Crime Event Detection","Pattern Analysis and Applications","","19","3","10.1007/s10044-014-0421-7","A. VadivelS. G. Shaila","2016","http://link.springer.com/article/10.1007/s10044-014-0421-7","Article"
"Actors and Agents","Agent-Oriented Programming","","","","10.1007/3-540-47938-4_5","","1999","http://link.springer.com/chapter/10.1007/3-540-47938-4_5","Chapter"
"Do background colors improve program comprehension in the #ifdef hell?","Empirical Software Engineering","","18","4","10.1007/s10664-012-9208-x","Janet FeigenspanChristian KästnerSven ApelJörg LiebigMichael SchulzeRaimund DachseltMaria PapendieckThomas LeichGunter Saake","2013","http://link.springer.com/article/10.1007/s10664-012-9208-x","Article"
"An Overview of Techniques for Graphics Recognition","Structured Document Image Analysis","","","","10.1007/978-3-642-77281-8_14","Rangachar KasturiRajesh RamanChakravarthy ChennubhotlaLawrence O’Gorman","1992","http://link.springer.com/chapter/10.1007/978-3-642-77281-8_14","Chapter"
"An adaptive water flow model for binarization of degraded document images","International Journal on Document Analysis and Recognition (IJDAR)","","16","2","10.1007/s10032-012-0182-z","Morteza ValizadehEhsanollah Kabir","2013","http://link.springer.com/article/10.1007/s10032-012-0182-z","Article"
"Editing with vi and ed","The UNIX™ System Guidebook","","","","10.1007/978-1-4612-3724-2_7","Peter P. Silvester","1988","http://link.springer.com/chapter/10.1007/978-1-4612-3724-2_7","Chapter"
"On-line Dynamic Station Redeployments in Bike-Sharing Systems","AI*IA 2016 Advances in Artificial Intelligence","","","","10.1007/978-3-319-49130-1_2","Carlo Manna","2016","http://link.springer.com/chapter/10.1007/978-3-319-49130-1_2","Chapter"
"Evolving Fuzzy Min–Max Neural Network Based Decision Trees for Data Stream Classification","Neural Processing Letters","","45","1","10.1007/s11063-016-9528-8","Zahra MirzamomenMohammad Reza Kangavari","2017","http://link.springer.com/article/10.1007/s11063-016-9528-8","Article"
"Document binarization with automatic parameter tuning","International Journal on Document Analysis and Recognition (IJDAR)","","16","3","10.1007/s10032-012-0192-x","Nicholas R. Howe","2013","http://link.springer.com/article/10.1007/s10032-012-0192-x","Article"
"Vision-based navigation of an unmanned surface vehicle with object detection and tracking abilities","Machine Vision and Applications","","29","1","10.1007/s00138-017-0878-7","Bok-Suk ShinXiaozheng MouWei MouHan Wang","2018","http://link.springer.com/article/10.1007/s00138-017-0878-7","Article"
"Weakly Constraining Multimedia Types Based on a Type Embedding Ordering","Advances in Multimedia Information Systems","","","","10.1007/3-540-49651-3_12","Christian AltenschmidtJoachim BiskupJürgen FreitagBarbara Sprick","1998","http://link.springer.com/chapter/10.1007/3-540-49651-3_12","Chapter"
"Artificial Intelligence and Law","Artificial Intelligence Applications and Innovations","","","","10.1007/1-4020-8151-0_3","Hugo C. HoeschlVânia Barcellos","2004","http://link.springer.com/chapter/10.1007/1-4020-8151-0_3","Chapter"
"Optimized fuzzy technique for enhancing sentiment analysis","Cluster Computing","","","","10.1007/s10586-017-1514-z","S. MadhusudhananM. Moorthi","2018","http://link.springer.com/article/10.1007/s10586-017-1514-z","Article"
"Adaptive Service Management in Mobile Cloud Computing by Means of Supervised and Reinforcement Learning","Journal of Network and Systems Management","","26","1","10.1007/s10922-017-9405-4","Piotr NawrockiBartlomiej Sniezynski","2018","http://link.springer.com/article/10.1007/s10922-017-9405-4","Article"
"Giving Eyesight to the Blind: Towards Attention-Aware AIED","International Journal of Artificial Intelligence in Education","","26","2","10.1007/s40593-016-0104-1","Sidney K. D’Mello","2016","http://link.springer.com/article/10.1007/s40593-016-0104-1","Article"
"A Multi-Temporal Context-aware System for Competences Management","International Journal of Artificial Intelligence in Education","","25","4","10.1007/s40593-015-0047-y","João H. RosaJorge L. V. BarbosaMarcos KichLucas Brito","2015","http://link.springer.com/article/10.1007/s40593-015-0047-y","Article"
"A semantic matching energy function for learning with multi-relational data","Machine Learning","","94","2","10.1007/s10994-013-5363-6","Antoine BordesXavier GlorotJason WestonYoshua Bengio","2014","http://link.springer.com/article/10.1007/s10994-013-5363-6","Article"
"Leveraging community metadata for multimodal image ranking","Multimedia Tools and Applications","","56","1","10.1007/s11042-010-0554-7","Fabian RichterStefan RombergEva HörsterRainer Lienhart","2012","http://link.springer.com/article/10.1007/s11042-010-0554-7","Article"
"Distinguishing re-sharing behaviors from re-creating behaviors in information diffusion","World Wide Web","","19","6","10.1007/s11280-015-0379-4","Yiran XieHongzhi YinBin CuiJunjie YaoQuanqing Xu","2016","http://link.springer.com/article/10.1007/s11280-015-0379-4","Article"
"Knowledge engineering in the context of related fields of research","Text Understanding in LILOG","","","","10.1007/3-540-54594-8_78","J. AngeleD. FenselD. LandesS. NeubertR. Studer","1991","http://link.springer.com/chapter/10.1007/3-540-54594-8_78","Chapter"
"Knowledge acquisition by teachable systems","EPIA 89","","","","10.1007/3-540-51665-4_101","John F. Sowa","1989","http://link.springer.com/chapter/10.1007/3-540-51665-4_101","Chapter"
"LKC: Learning by Knowledge Construction","Intelligent Tutoring Systems","","","","10.1007/3-540-47987-2_23","Khalid RouaneClaude FrassonMarc Kaltenbach","2002","http://link.springer.com/chapter/10.1007/3-540-47987-2_23","Chapter"
"Estimating the Severity of Parkinson’s Disease Using Voiced Ratio and Nonlinear Parameters","Statistical Language and Speech Processing","","","","10.1007/978-3-319-45925-7_8","Dávid SztahóKlára Vicsi","2016","http://link.springer.com/chapter/10.1007/978-3-319-45925-7_8","Chapter"
"Computer Interaction Analysis: Toward an Empirical Approach to Understanding User Practice and Eye Gaze in GUI-Based Interaction","Computer Supported Cooperative Work (CSCW)","","20","6","10.1007/s10606-011-9142-2","Robert J. MooreElizabeth F. Churchill","2011","http://link.springer.com/article/10.1007/s10606-011-9142-2","Article"
"Communication system and team situation awareness in a multiplayer real-time learning environment: application to a virtual operating room","The Visual Computer","","33","4","10.1007/s00371-016-1280-6","Catherine Pons LelardeuxDavid PanzoliVincent LubranoVincent MinvillePierre LagarrigueJean-Pierre Jessel","2017","http://link.springer.com/article/10.1007/s00371-016-1280-6","Article"
"Design of Awareness Interface for Distributed Teams in Display-Rich Advanced Collaboration Environments","Groupware: Design, Implementation, and Use","","","","10.1007/978-3-540-30112-7_10","Kyoung S. ParkJason LeighAndrew E. JohnsonYongjoo Cho","2004","http://link.springer.com/chapter/10.1007/978-3-540-30112-7_10","Chapter"
"What Is the Role of Cognition in Conceptual Modeling? A Report on the First Workshop on Cognition and Conceptual Modeling","Conceptual Modeling","","","","10.1007/3-540-48854-5_21","Venkataraman RameshJeffrey ParsonsGlenn J. Browne","1999","http://link.springer.com/chapter/10.1007/3-540-48854-5_21","Chapter"
"Managing Knowledge for an Intelligent Document Processing System","Journal of Systems Integration","","9","3","10.1023/A:1026436525484","Jianshun HuXuhong LiD. C. HungSimon DoongPeter A. Ng","1999","http://link.springer.com/article/10.1023/A%3A1026436525484","Article"
"ATLAST: A Three-Level Language Analysis SysTem","GWAI-84","","","","10.1007/978-3-642-46546-8_6","Richard H. GrangerKurt P. EiseltJennifer K. Holbrook","1985","http://link.springer.com/chapter/10.1007/978-3-642-46546-8_6","Chapter"
"A deniable and efficient question and answer service over ad hoc social networks","Information Retrieval","","15","3 - 4","10.1007/s10791-012-9185-0","Simon FlemingDan ChalmersIan Wakeman","2012","http://link.springer.com/article/10.1007/s10791-012-9185-0","Article"
"Motion does matter: an examination of speech-based text entry on the move","Universal Access in the Information Society","","4","3","10.1007/s10209-005-0006-8","Kathleen J. PriceMin LinJinjuan FengRich GoldmanAndrew SearsJulie A. Jacko","2006","http://link.springer.com/article/10.1007/s10209-005-0006-8","Article"
"Shifting positions: Moving from a cognitive science point of view to a knowledge engineering stance","Contemporary Knowledge Engineering and Cognition","","","","10.1007/BFb0045691","Marc Linster","1992","http://link.springer.com/chapter/10.1007/BFb0045691","Chapter"
"The New Generation System for the CMU Navlab","Vision-based Vehicle Guidance","","","","10.1007/978-1-4612-2778-6_2","Charles ThorpeMartial HebertTakeo KanadeSteven Shafer","1992","http://link.springer.com/chapter/10.1007/978-1-4612-2778-6_2","Chapter"
"Integration Systems and Interaction Spaces","Frontiers of Combining Systems","","","","10.1007/978-94-009-0349-4_13","Christopher LandauerKirstie L. Bellman","1996","http://link.springer.com/chapter/10.1007/978-94-009-0349-4_13","Chapter"
"APIs, Standards, and Databases","Guide to Biometrics","","","","10.1007/978-1-4757-4036-3_13","Ruud M. BolleJonathan H. ConnellSharath PankantiNalini K. RathaAndrew W. Senior","2004","http://link.springer.com/chapter/10.1007/978-1-4757-4036-3_13","Chapter"
"On evaluating the layout of UML diagrams for program comprehension","Software Quality Journal","","14","3","10.1007/s11219-006-9218-2","Kenny WongDabo Sun","2006","http://link.springer.com/article/10.1007/s11219-006-9218-2","Article"
"Groupware Applications","Interactive Media","","","","10.1007/978-1-4612-4226-0_7","Roy Rada","1995","http://link.springer.com/chapter/10.1007/978-1-4612-4226-0_7","Chapter"
"Peer activities on Web-learning platforms—Impact on collaborative writing and usability issues","Education and Information Technologies","","14","3","10.1007/s10639-008-9080-x","Paolo DavoliMatteo MonariKerstin Severinson Eklundh","2009","http://link.springer.com/article/10.1007/s10639-008-9080-x","Article"
"TIME – a multi-leveled framework for evaluating and designing digital libraries","International Journal on Digital Libraries","","2","2 - 3","10.1007/s007990050045","Andrew Dillon","1999","http://link.springer.com/article/10.1007/s007990050045","Article"
"On designing interactivity awareness for ambient displays","Multimedia Tools and Applications","","66","1","10.1007/s11042-012-1140-y","Radu-Daniel Vatavu","2013","http://link.springer.com/article/10.1007/s11042-012-1140-y","Article"
"IT-based touch panel cognition and development for the visually impaired: an experimental study in Taiwan","Cognition, Technology & Work","","17","4","10.1007/s10111-015-0336-0","Jenn Tang","2015","http://link.springer.com/article/10.1007/s10111-015-0336-0","Article"
"Hypermedia and a New Multi-Sensory Environment","Hypermedia Systems and Applications","","","","10.1007/978-3-642-60759-2_16","Dr. Jennifer A. Lennon","1997","http://link.springer.com/chapter/10.1007/978-3-642-60759-2_16","Chapter"
"Reflection on reflection in action: a case study of growers conception of irrigation strategies in pot plant production","AI & SOCIETY","","23","4","10.1007/s00146-008-0183-0","Beatrix W. AlsaniusKlara LöfkvistGöran KritzAdrian Ratkic","2009","http://link.springer.com/article/10.1007/s00146-008-0183-0","Article"
"Developing a way-finding system on mobile robot assisting visually impaired people in an indoor environment","Multimedia Tools and Applications","","76","2","10.1007/s11042-015-3204-2","Quoc-Hung NguyenHai VuThanh-Hai TranQuang-Hoan Nguyen","2017","http://link.springer.com/article/10.1007/s11042-015-3204-2","Article"
"A survey on visual adult image recognition","Multimedia Tools and Applications","","69","3","10.1007/s11042-012-1132-y","Christian X. RiesRainer Lienhart","2014","http://link.springer.com/article/10.1007/s11042-012-1132-y","Article"
"A new method for violence detection in surveillance scenes","Multimedia Tools and Applications","","75","12","10.1007/s11042-015-2648-8","Tao ZhangZhijie YangWenjing JiaBaoqing YangJie YangXiangjian He","2016","http://link.springer.com/article/10.1007/s11042-015-2648-8","Article"
"Audiovisual diarization of people in video content","Multimedia Tools and Applications","","68","3","10.1007/s11042-012-1080-6","Elie El KhouryChristine SénacPhilippe Joly","2014","http://link.springer.com/article/10.1007/s11042-012-1080-6","Article"
